Document,TopicID,Topic_model,Name_model,Representation
2:Direct telephone number and fax3:An identification of you such as international passport /driverslicenseI eagerly await your urgent response to my privateemail.tasharofi-jnr@hotmail.comYours truly Luis Tasharofi JNR.,2,2,2_contact_telephone number_send_awaiting response,"['contact', 'telephone number', 'send', 'awaiting response', 'anybody success', 'address', 'urgent', 'email', 'sent webmail', 'email address']"
Hello =20I am Adekunle michael a wealthy 57 years old Real Estate Merchant based in Europe I have been diagnosed with kidney Cancer a Disease that has defiled all forms of medical treatment destroying my heart and kidney. This happened after I lost my only son and wife in IFE and Moda=keke war on visit to my home town you can confirm the fact from this web page news.bbc.co.uk/1/hi/world/africa/684449.stm.My doctor report indicates that I have but only a short time to live but right now some of my business properties and investment are being diverted or confiscated by some business associates and Family members who wish me dead knowing my present condition. I realized that i have to make trade-offs to charity.As a mission to fulfill my commitments to affect lives and the less privilege. I have set aside my insurance company share worth of (EIGHT HUNDRED AND TWENTY THOUSAND UNITED STATES DOLLARS) with a reputabe Insurance Company in Nigeria which i intend to distribute to charity through you. Every document that will facilitate t=he release of this fund to you as the beneficiary without delays are intact. You will be rewarded for your effort.=20I selected you for this Purpose and prayed over it I am willing to donate the sum of Seven Hundred thousand US Dollars to you for the development of the well being of handicapped in the society and also as =aids for the less privileged and I have map out One Hundred Thousand US Dollars for your own personal use to help me for this work. Please do n=ot reply me if you have the intention of using this fund for personal use because I need you to collect this deposit and use it for Charity such as those that cater for the recent New Orleans Mississippi USA Katrina Disaster HIV/AIDS research and enhancement of the comfort of the Handicapped.,6,6,6_utilize money_inherit money_want situation_receive reply,"['utilize money', 'inherit money', 'want situation', 'receive reply', 'alive deposited', 'deposited sum', 'money used', 'donate', 'presently', 'receive']"
(READ CAREFULLY ADN KEEP CONFIDENTIAL)FROM/MR MOHAMEDAH A HAFARTHE MANAGER OF AUDIT &ACCOUTANCY DEPT.BANK OF AFRICA(B.O.A)OUGADOUGOU?BURKINA-FASODear partnerGood day and how are you doing with your family? Hope fine.Please let this message do not be a surprise to you because i got your contact information and lay all the trust in you before i decided to disclose this confidential and successful transaction to you.I am the MOHAMEDAH A HAFAR AUDIT & ACCOUNTANCY DEPARTMENT of our bank and i decided to contact you over this financial transaction worth the sum of NINETEEN MILLION THREE HUNDRED THOUSAND UNITED STATES DOLLARS ($19 300 000.00 ) for our present future success.This is an abandoned fund that belongs to one of our bank foreign customers who died along with his entire family on through plane crash disaster about 3 years ago.Meanwhile i was very fortune to came across the deceased file when i was arranging the old and abandoned customers files of 2002-2005 in other to submit to the entire bank management for an official re-documentation.Be obviously informed that it was stated in our BANKING POLICY and signed lawfully that if such fund remains unclaimed till the period of FOUR(4) years started counting from the date when the beneficiary died the money will be transferred into the BANK TREASURY as an unclaimed fund.Besides it is not authorized by the law guiding our bank for a citizen of BURKINA FASO to make the claim of the fund.So the request of you as a foreigner is necessary to apply for the claim and transfer of the fund smoothly into your reliable bank account as the NEXT OF KIN to the deceased.Note that when the fund is transferred into your account Thirty Five Percent (35%) will be for you in respect of all your assistance for the transfer of the fund into your account and provision of the bank account where the bank will remit the fund into Fifty Five Percent (55%) will be for me as the rest Ten Percent(10%) will be shared to Charity Organisations Centers Motherless Babies Homes and helpless people that surrounded us around the World.If you are really sure of your integerity trustworthy and confidentiality and accept not to cheat betray or disappoint me after this when the fund is transferred into your account reply for there-assurance with your telephone and fax numbers necessary for effective communication. As soon as you reply call me through my private telephone number on (00226 76 498168 ) so that i will let you know the steps and procedures to follow in order to finalize this transaction immediately.I expect your urgent communication.Yours sincerely MR MOHAMEDAH A HAFAR.THE MANAGER AUDIT ACCOUNTANCY DEPT( B.O.A). MSN Messenger: appels gratuits de PC � PC !,7,7,7_foreign account_decided contact_invest necessary_foreign,"['foreign account', 'decided contact', 'invest necessary', 'foreign', 'inform 100', 'conclude deal', 'position country', 'great business', 'business', 'account']"
Dear Sir I am Ahmed Usman Bank Manager of Union Bank PLC LagosBranch.I got your contact from the world trade center(WTC) Regional office in lagos Nigeria.Although thedetails of my intention was not made known tothem.Actually I listed your name amongst four othernames & prayed over them & decided to contact youdirectly.I have a very urgent & confidential bussinessproposition for you & for our overall mutual interest.On june 6 1997 an American oil consultant/contractorwith the Nigerian National Petroleum Corporation MrBarry Kelly made a numbered time(fixed) deposit fortwelve calendar months valued atUSD$25 000 000.00(twenty five million dollars) in mybranch.Upon maturity i sent a routine notification tohis forwarded address but got no reply.After a monthwe sent a reminder & finally we discovered from hiscontract employers NNPC that Mr.Barry died in anautomobile accident.On further investigation i foundout that he did not leave a WILL & all attempts totrace his next of kin were fruitless.I therefore madefurther investigation & discovered that Mr.Barry didnot declare any next of kin in all his officialdocuments including his bank deposit paperwork.This sum USD$25 000 000.00 is still floating in thebank and the interest is being rolled over with theprincipal sum at the end of each year.No one will comeforward to claim it.According to Nigerian Laws At the expiration of 6 (six) years the money willrevert to the ownership of the Nigerian government ifnobody applies to claim the funds.Consequently my proposal is that i will like you as aforeigner to stand in as a next of kin of Mr BarryKelly.This is simple1)I will like you to provide me immediately with yourfull names & address so that the attorney will preparethe necessary documents & affidavits which will putyou as next of kin.2)We shall employ the services of two attorneys fordrafting & notarization of the WILL and obtain thenecessary documents and letter ofprobate/administration in your favour for thetransfer.3)A bank account in any part of the world which youwill provide to facilitate the transfer of this moneyto you as the beneficiary.The money will be paid intoyour account for us to share in the ratio of 60% forme and 40% for you.There is no risk at all as theattorney and my position will do the paperwork forthis transaction as the branch manager guarantees thesuccessful execution of this transaction.If you areinterested please reply immediately via this privateemail address.Upon your response I shall then provide you with moredetails and relevant documents that will help youunderstand.PLEASE OBSERVE UTMOST CONFIDENTIALITY andbe rest assured that this would be most profitable forboth of us because i shall require your assistance toinvest my share in your country.Awaiting your urgent reply via this email above pleasesave me the anxiety of endless waiting. God bless you.Mr.Ahmed Usman.Union Bank PLC Lagos Nigeria.,8,8,8_address_address got_did declare_deposit paperwork,"['address', 'address got', 'did declare', 'deposit paperwork', 'deposit', 'urgent', '000 00', '00', 'utmost confidentiality', 'paperwork']"
Dear Friend I am Mrs. Mariam. Abacha the widow of General Sani Abacha the Late Nigerian Head of State. I am presently in distress and under house arrestwhile my son Mohammed is undergoing trial in Lagos and Abuja though he has just been recently granted bail under the condition that my family refunds to the Federal Government some amount of money. The government has frozen all the family account and auctioned all our properties. Refer to this website about my husband's loot and you will understand what I mean http:/ews.bbc.co.uk/1/hi/world/africa/1935646.stm To save the family from total bankruptcy I plan to ship through an undercover courier company the sum of US24 000 000.00. kept by my late husband.The money was was carefully packed into a Trunk Box and deposited with the Company has Material`s of Inheritance and Jewelries to beat the Nigerian Security.,10,10,10_account_accounts_seized_contact,"['account', 'accounts', 'seized', 'contact', '000', 'firm', 'nigerian', 'attorney', 'million', 'dollars']"
FROM THE DESK OFMR JERRY OZUBA N N P C=2E MUTUAL BUSINESS RELATIONSHIP-STRICTLY CONFIDENTIAL=2EI am Jerry=2EOzuba=2Cthe chief accountant of The Nigeria National Petroleum Corporation =28NNPC=29 and I head a five man tender board in charge of contract award and payment approvals=2EI came to know of you in my search for a reliable person to handle a very confidential transaction which involves the transfer of a huge sum of money to a foreign account=2EThere were series of contracts executed by a consortion ofmultinationals in the oil industry in favour of Nigeria National Petroleum Corporation =28NNPC=29 among which were for the following=3A1=2E The expansion of the pipelines network within for a crude down stream products distribution and subsequent evacuation which cost $8bUSD=288 Billion United States Dollars=29=2E2=2E Contract for the turn around maintenance =28TAM=29 of the various refineries in the country $115 million Uited States Dollars=2E3=2E The construction of storage tanks for petrolwum products =28depots=29 $190 Million United States Dollars=2EThe original value of these contracts were delebrately over invoiced in the sum $69mUSD =28sixty nine Million United States Dollars Only=29 which has now been approved and is now ready to be transferred=2C being that the companies that actually executed these contracts had been fully paid when the projests were officially commissioned=2EIt does not matter whether your comapny did the contract or not=2C the assumption is that your company won the major contract and sub-contracted it out to other companies=2EConsequently=2C my colleaques and I are willing to transfer the total amount to your account for subsequent disbursement=2C since we as civil servants are prohibited by the code of conduct bureau =28civil service laws=29 from opening and or operating foreign accounts in our names=2E Needless to say=2C the trust imposed on you at this junction isenormous=2E In return=2C we have agreed to offer you 20% of the transferred sum=2C while 5% shall be set aside for incidental expenses =28internal andexternal=29 between the parties in the course of the transaction=2C and the remaining 75% is for us=2Cthe Nigerian officials=2EModalities have been worked out at the highest level of the ministry of finance and the central bank of Nigeria for the immediate transfer of the fund within 14 working days subject to your satisfaction of theabove stated terms=2EOur assurance is that your role is risk free=2CI accord this transaction the legality it deserves and for mutual security of the fund=2Cthe whole approval procedures will be officially and legally processed with the name of any company you may nominate as the bonafide beneficiary of the above mentioned amount=2ETherefore=2C when the business is successfully concluded we shall through our same connections withdraw all documents used from all the concerned government ministries for 100% security risk free=2EOnce more=2C I want you to understand that having put in over 19 years in the civil service of my country=2C I am very careful to have my image and career deemed=2EPlease contact me immediately through E-mail whether you are interested in this deal or not=2C if you are not=2C it will enable us scout for another foreign partner to carry out this deal but where you are interested send the required documents=2ESend by Email for security reasons with this email address jerry=5F640=40fsmail=2EnetThanks as I await in anticipation for your fullest co-operation=2EVery truly yours=2CJERRY=2EOZUBA=2E,1,1,1_foreign account_payment_transferred_contract awarded,"['foreign account', 'payment', 'transferred', 'contract awarded', 'nigerian', 'contract award', 'beneficiary', 'paid', 'national petroleum', 'invoiced']"
FREDY & ASSOCIATES SUITE 12.05 LEVEL 12 MENARA TJB NO 9 JALAN SYED MOHD MUFTI 80000 JOHOR BAHRU MALAYSIA Good Day I am Fredy Nave an attorney at law. A deceased client of mine who hereinafter shall be referred to as my client died as the result of a heart-related condition on the 11 November 2001. His heart condition was due to the death of all the members of his family in the Gulf Air Flight Crashes in Persian Gulf Near Bahrain Aired August 23 2000 - 2:50 p.m. ET as reported on: I have contacted you to assist in distributing the money left behind by my client before it is confiscated or declared unserviceable by the bank where this deposit valued at Nine million dollars ( US$9 million dollars) is lodged. This bank has issued me a notice to contact the next of kin or the account will be confiscated. My proposition to you is to seek your consent to present you as the next-of-kin and beneficiary of my named client since you have the same last name so that the proceeds of this account can be paid to you. Then we can share the amount on a mutually agreed-upon percentage. All legal documents to back up your claim as my client's next-of-kin will be provided. All I require is your honest cooperation to enable us see this transaction through. This will be executed under a legitimate arrangement that will protect you from many breach of the law. If this business proposition offends your moral values do accept my apology. I must use this opportunity to implore you to exercise the utmost indulgence to keep this matter extraordinary confidential whatever your decision while I await your prompt response. Please contact me at once to indicate your interest. Best regards Fredy Nave (Attorney at Law),4,4,4_proceeds account_account_executed legitimate_lodged,"['proceeds account', 'account', 'executed legitimate', 'lodged', 'account valued', 'contacted', 'issued', 'proceeds', 'issued notice', 'barrister']"
FONDAZION DI VITTORIOFoundation's Officer Fondazion Di Vittorio ITALY Foundazion di Vittorio would like to notify you that you have beenchosen by the board of trustees as one of the final recipients of a cashGrant/Donation for your own personal educational and businessdevelopment. The Fondazione Di Vittorio established 1977 by theMulti-Million groups and now supported by the Economic Community for WestAfrican States (ECOWAS) United Nations Organization (UNO) and theEuropean Union (EU) was conceived with the objective of human growth educational and community development.To celebrate the 28th anniversary program The Vittorio Foundation inconjunction with the Economic Community for West African States (ECOWAS) United Nations Organization (UNO) and the European Union (EU) is givingout a yearly donation of US$1 000 000.00 (One Million United StatesDollars) to 100 lucky recipients. These specific Donations/Grants will beawarded to 100 lucky international recipients worldwide; in differentcategories for their personal business development and enhancement oftheir educational plans. At least 15% of the awarded funds should be usedby you to develop a part of your environment. This is ayearly program which is a measure of universal development strategy.The objective is to make a notable change in the standard of living ofpeople all around the Universe (From America to Europe Asia to Africa andall around). The Vittorio Foundation has been assured of highestorganization standard courtesy of the United Nations. It is our beliefthat we can achieve a great positive change in the general welfare of theuniverse through this program. That is why the foundation is doingeverything possible to get all recipients notified of their donation.Note that your country is not the only country that is benefiting fromthis donation. Beneficiaries have been chosen from countries from allcontinents. The idea of this donation is that within ten years from now there will be notable richness among many unusual people around the world.This will give many people the opportunity to get their lives to a stagewhere they had always wanted.Kindly note that you will only be chosen to receive the donation once which means that subsequent yearly donation will not get to you again.Take time and thought in spending the donation wisely on something thatwill last you a long time. Recipients are only eligible to be awarded thisdonation once.Based on the random selection exercise of internet websites and millionsof supermarket cash invoices worldwide you were selected among the luckyrecipients to receive the award sum of $2 500 000.00 (Two Million FiveHundred Thousand United States Dollars) as charity donations/aid from theVittorio Foundation ECOWAS EU and the UNO in accordance with theenabling act of Parliament. (Note that all beneficiaries email addresseswere selected randomly from over 100 000 internet websites or a shop'scash invoice around your area in which you might have purchased somethingfrom).You are required to fill the form below and email it to our ExecutiveSecretary below for qualification documentation and processing of yourclaims. After contacting our office with the requested data you will begiven your donation pin number which you will use in collecting thefunds. Please endeavor to quote your Qualification numbers (N-222-6747 E-900-56) in all discussions.,0,0,0_invest_investment_deposit_contact,"['invest', 'investment', 'deposit', 'contact', '000', 'security company', 'foreign', 'business', 'account', 'million']"
FROM THE DESK OF MR.AZIZE&nbsp; OUATTARABILL AND EXCHANGE MANAGERAFRICAN DEVELOPMENT BANKOUA=GADOUGOU BURKINA FASOI am the manager of bill and exchange a=t the foreign remittance departmentof AFRICAN DEVELOPMENT BANK BURKIN=A FASO. I got your contact addressthrough internet net work search wh=en searching for a good and reliableperson that will assist me in thi=s transaction.In my department we discovered an abandoned sum of =22.85m US Dollars (twenty two milllion eight hundred and Fifty thousand u=s dollars)in anaccount thatbelongs to one of our foreign customer who= died on 25th JULY2000 IN SUPER SONIC CONCORDE plane crash AT CHARLES= DE GAULLE AIRPORT IN PARIS FRANCE along with his entire family.S=ince we got information about his death we have been expecting his nextof kin to come over and claim his money because we cannot release itunless somebody applies for it as next of kin or relation to the deceas=edas indicated in our banking guidelines but unfortunately we learnt =thatall his supposed next of kin or relation died alongside with him =at the plane crash leaving nobody behind for the claim. It is therefore u=pon this discovery that I decided to make this business proposal to you a=nd release the money to you as the next of kin or relation to the decease=d for safety and subsequentdisbursement since nobody is coming for it= and i don't want this money to go into the Bank treasury as unclaime=d Bill.The Banking law and guideline here stipulates that if such= money remainedunclamed after seven year the money will be transfere=d into the Banktreasury as unclaimed fund.The request of fore=igner as next of kin in this business is occasioned bythe fact that t=he customer was a foreigner and a Burkinabe cannot stand asnext of ki=n to a foreigner.I agree that 30% of this money will be for you a=s foreign partner inrespect to the provision of a foreign account an=d 70% would be for ME;Therefore to enable the immediate transfer =of this fund to you asarranged you must apply first to the bank as r=elations or next of kin ofthe deceased indicating your bank name you=r bank account number yourprivate telephone and fax number for easy =and effective communication andlocation where in&nbsp; the money will= be remitted.Upon receipt of your reply I will send to you by fa=x or email the text ofthe application. I will not fail to bring to yo=ur notice that thistransaction is hitch free and that you should not =entertain any atom offear as all required arrangements have been made= for the transfer.You should contact me immediately as soon as yo=u receive this mail&nbsp; &nbsp;throughmy&nbsp; private line +2267652=4743 or &nbsp;email adress&nbsp;&nbsp;azize_ouattara25@yahoo.com &nbsp;Your's faithfullyMR.AZIZE&nbsp; OUATTARABILL AND EXCHANGE MANAGERAFRICAN DEVELOPMENT BANKOUA=GADOUGOU BURKINA FASO _= =_XaM3_.1146100702.2A.664392.42.7954.52.42.007.754236804,3,3,3_claim money_receipt reply_indicated banking_unclaimed,"['claim money', 'receipt reply', 'indicated banking', 'unclaimed', 'exchange', 'account', 'receipt', 'banking', 'banking law', 'account number']"
FROM SANI KEITAABIDJAN COTE D'IVOIRE.WEST AFRICA.DIRECT E:MAIL:sani_keitab5@yahoo.ca Dear one I am Mr.Sani Keita the son of Mr.Balla Keita who served as minister of education for a period of about nine (9)years till the Military took over power on the 23rd December 1999.&nbsp;As a result of this my Father went on exile in Burkina Fasso till he was assasinated on the 11th August 2002 there in Burkina sponsred by the present government in power here in Cote D'voire.&nbsp; Soon after the death of my Dad this present government laid hands on his wealth and properties all was confisticated.But as God may have it they could not discover the banking particulars of his deposit made here in one of the banks in Abidjan the sum of $9 000 000us(nine million us dollars).Though his file was kept with his presonal Attoney who now advised me to source for an avenue outside Africa where this money can be moved to immediatly.While i leave this country as well for my life security.&nbsp;&nbsp; Now i solicit you with my sincere desire to come to my aid in order for:(1)to move this money out of this country to your's.(2)to also look out for me what the money can be invested on.(3)that i may continue my educatoin there in your country.&nbsp;&nbsp; I sincerely wish to compersate you over whatever expenses you might undergo with some percentage of this money involved.Best regardsSaniKeita. Note:please repply me through this my private e:mail Make free worldwide PC-to-PC calls. Try the new Yahoo! Canada Messenger with Voice Enrich your life at Yahoo! Canada Finance 0-328623176-1145476491=:71877,0,0,0_invest_investment_deposit_contact,"['invest', 'investment', 'deposit', 'contact', '000', 'security company', 'foreign', 'business', 'account', 'million']"
Dear friend As you read this I don't want you to feel sorry for me because I Believe Everyone will die someday. My name is JAIN HAGIS I am a merchant of Oman Nationality but presently residing in London. I have been diagnosed withOesophageal cancer .It has defiled all forms of medical treatment and Right now I have only about a few months to live according to medical experts.I have not particularly lived my life so well as I never really cared for Anyone (not even myself) but my business. Though I am very rich I was never generous I was always hostile to people and only focused on my business as that was the only thing I cared for. But now I regret all this as I now know that there is more to life than just wanting to have or make all the money in the world.I believe when God gives me a second chance to come to this world I would live my life a different way from how I have lived it. Now that God has called me I have willed and given most of my property and assets to my immediate and extended family members as well as a few close friends.I want God to be merciful to me and accept my soul so I have decided to give alms to charity organizations as I want this to be one of the last good deeds I do on earth. So far I have distributed money to some charity organizations in the Oman Algeria and Malaysia. Now that my health has deteriorated so badly I cannot do this myself anymore. I once asked members of my family to close one of my accounts and distribute the money which I have there to charity organization in Bulgaria and Pakistan they refused and kept the money to themselves. Hence I do not trust them anymore as they seem not to becontended with what I have left for them. The last of my money which no one knows of is the huge cash deposit of Eighteen million united state dollars $18 000 000 that I have with finance/Security Company in europe. I will want you to help me collect this deposit and dispatche it to charity organizations. I have set aside 20% for you and for your time.God be with you.mr. JAIN HAGISI will not want you to send me an email on this box. I will want you to send me an email on this box {jahagis3@myway.com}. This is because my brother saw me when I was sending this email to you and I will not want them to know that I am in contact with you. MailMN-Mongol Tumnii Email.,11,11,11_willed_money charity_charity_charity organization,"['willed', 'money charity', 'charity', 'charity organization', 'want god', 'charity organizations', 'help collect', 'believe god', 'left money', 'money world']"
Dear Sir/ Madam Greetings in the wonderful Name of our Gracious and Blessed Saviour Jesus the Christ. I am Rev.Father Barry Alexander 60 years old from the republic of Ireland. Presently I am the catholic Archbishop of Queensbury diocesses in United Kingdom. Ever since I became an Archbishop I have been helping the Orphans in some of the charitable Societies across few European Countries. I have donated some money to a charitable Home in Spain Sweden and here in Ireland with the little God has given me.,6,6,6_utilize money_inherit money_want situation_receive reply,"['utilize money', 'inherit money', 'want situation', 'receive reply', 'alive deposited', 'deposited sum', 'money used', 'donate', 'presently', 'receive']"
From:Evangelist Lindy Mike(Widow). Calvary greetings in the name of our Lord Jesus Christ I am Evangelist Lindy Mike The daughter of Late Sherrif Kindimbu from West Africa Nigeria.I am 34 years old my mother is From England while my father is from Nigeria i am an half cast (White Girl) am married to Late John Mike from England i am now a new christian convert suffering from long time cancer problem. >From all indications my condition is serious and according to my late husband doctor in Nigeria it is quite obvious that i may not survive the sickness as a christian i beleived God and i know that i will not die i will leave to declare the glory of God My late Husband Mr.John Mike is From England he and my only son was killed by his family members because he does not agree with them i am presently leaving alone.Our Lord Jesus Christ is my comforter. Before the death of my husband he told me on his sick bed that he deposited some money with the United Bank for Africa plc(UBA) in Nigeria the sum of Fifteen Million Five Hundred Thousand Dollars (Usd$15.5M).After disclosing this secret to me he gave me the Documents he used in Depositing the fund called Certificate of Deposit he never wanted to tell me about it until the present moment that he was about to die he told me that his reason for telling me about this fund secretly is because after his death that he knows his family will not allow me to inherit any of his wealth or property. He told me that Nigerian Government will not allow me to make this claim since i am a citizen of Nigeria my husband told me that i can only get the fund claimed through the help of a foreigner like you and that was exactly what happened I made up my mind to travel abroad to leave the rest of my life and continue to do the work of God as a missionary I called my late husband lawyer to find out if the fund is still in contact in that bank to enable me raise some money to continue my mission to my greatest surprise it was still in tact in United Bank for Africa plc(UBA). Presently all the Documents concerning the FUND are with me now that my sickness has gone to this stage I am scared and I want the fund to be used for the work of God all over the world i have prayed and told God to direct me to an honest christian who will receive this fund and utilise it together with me and for things that will glorify the name of God after my prayers I decided to contact you alone my beloved in Christ. Please I will appreciate that you send the following information to enable my late Husband Lawyer commence with the procuring of the necessary document that will back you up as next of kin to my late Husband for immediate arrangement with the UNITED BANK FOR AFRICA UBA Plc on how the Fund Fifteen Million Five Hundred Thousand Dollars (Usd$15.5M) will be claimed by you on my Late Husbands Behalf as his Next of Kin and New Beneficiary. 1. your full name.2. Your contact address.3. Your telephone/fax numbers for prompt communication. I await to here your urgent reply. Thanks and God bless you. Evangelist Lindy Mike(Widow).,6,6,6_utilize money_inherit money_want situation_receive reply,"['utilize money', 'inherit money', 'want situation', 'receive reply', 'alive deposited', 'deposited sum', 'money used', 'donate', 'presently', 'receive']"
Mr.Solomon Clarke Bank of Scotland Limited HBOS Treasury Services 33 Old Broad Street London EC2N 1HZ. I am writing to seek your consent in a private and confidential matter regarding some funds unaccounted for in our bank here in London during the last 2006 business year. I feel quite safe dealing with you in this important business. Though this medium (Internet) has been greatly abused; I choose to reach you through it because it still remains the fastest medium of communication.I have the courage to look for a reliable and honest person who will be capable for this important business believing that you will never let me down either now or in future. Your major role would be to provide either an existing bank account or to set up a new Bank account immediately to receive this money and get 30% of the total funds as commission. There is practically no risks involved the transaction will be executed under a legitimate arrangement that will protect us from any breach of the law it will be simply a bank-to-bank transfer and all I need from you is to stand claim as the beneficiary(next of kin) so that my head office can order the transfer to your designated bank account under few working days. I am Mr.Solomon Clarke a regional manager of Bank Of Scotland Limited and I write you this proposal in good faith; I am married with five lovely kids. It is my duty as the regional manager to send in financial report to my head office in the capital city at the end of each business year. On the course of the lAst year 2006 business report I discovered the sum of Twenty six million eight hundred and fifty thousand pounds sterlings 26 850 000.00. The fund is of clean origin. The owner of this account is a foreigner a program leader. Untill his death. I will provide all necessary information needed in order to claim this money. Hoping in God that you will never let me down now and in future. ok!The Late Prime Minister Mr. RafikBahaa Edine Hariri.(November 1 1944 - February 14 2005) was a Lebanese self-made billionaire and business tycoon and was five times Prime Minister of Lebanon (1992-1998 and 2000-2004) before his last resignation from office on October 20 2004.The late Rafik Hariri died on February 14 2005 when explosives equivalent to around 300 kg of C4 were detonated as his motorcade drove past the Saint George Hotel in the Lebanese capital for more information please log on to ( Our head office is not aware of Funds and will never be aware of it. I have placed this funds on what we call escrow call account with no beneficiary and as an officer of this bank i cannot be directly connected to this money hence i contacted you. If you accept to work with me I will appreciate it very much as you are the first and the only person I am contacting for this particular transaction. We will start the first transfer with sixteen million pounds upon successful transfer without any disappointment from your side we shall re-apply for the payment of the remaining amount to your account. At this juncture i wish to tell you what prompted me to package this deal. I have a 9-year old daughter who has leukemia disease of the blood and she needs a bone marrow transplant or she will die. I want this transplanting to be done in any good children hospital in your country if there is one. Once this fund is transferred into your account I shall resign from my job and bring my family to start a new life in your country. I would be grateful if you would help me in looking out for good investment oppurtunities with my own part of the money in a very profitable business. I have worked for this bank for the past 15 years yet I have nothing to show for it I really need your assistance to secure this fund as soon as possible.,9,9,9_foreign account_beneficiary_account mr_000 00,"['foreign account', 'beneficiary', 'account mr', '000 00', 'regards claiming', 'account foreigner', 'accounts holding', 'contact', 'owner account', 'risk troubles']"
out that some government officials set up companies and awarded themselves =contracts which were grossly over invoiced in various Ministries We also =identified a lot of inflated contracts funds which are presently Deposited in =a BANK here in Dakar However by virture of our position as civil servants and members of the panel we cannot acquire this money in our name.I have therefore been delegated as a matter of trust by my colleagues of the panel to look for an =overseas patner into whose account we would transfer the total sum of =USD$25 500 000.00 [TWENTY FIVE MILLION FIVE HUNDRED THOUSAND UNITED STATES DOLLARS].,1,1,1_foreign account_payment_transferred_contract awarded,"['foreign account', 'payment', 'transferred', 'contract awarded', 'nigerian', 'contract award', 'beneficiary', 'paid', 'national petroleum', 'invoiced']"
"Hello Dear This mail might come to you as a surprise and the temptation to ignore it as unserious could come into your mind but please consider it a divine wish and accept it with a deep sense of humility.I am Mr. Usman Sankara the manager in charge of Auditing department of Bank of Africa (B.O.A)Ouagadougou Burkina Faso in West Africa with due respect and Regard I have decided to contact you on a business transaction that will be very beneficial to both of us at the end of the transaction.During our investigation and auditing in this Bank my department came across a very huge sum of money belonging to one of our deceased customer who died on July 30th 2002 of a ghastly motor accident and the fund has been dormant in his account with this bank without any claim of the fund in our Custody either from his family or relation before our discovery to this development. Although personally I keep this information secret to enable the whole plans and idea be Profitable and successful during the time of execution the said amount is Fifteen million three hundred thousand United States dollars(US$15.3m) as it may interest you to know I got your impressive information on my search for a reliable partner I contacted you to be my partner and person to be reliable and capable to champion a business of such magnitude without any problem.Meanwhile all the arrangement to put claim over this fund as the next of kin to the deceased get the required approval and transfer this money to a foreign account has been put in Place and directives and needed information will be relayed to you as soon as you indicate your interest and willingness to assist me and also benefit your self to this great business opportunity In fact I could have done this deal alone but because of my position in this country as a civil servant and we are not allowed to operate a foreign account and would eventually raise eye brow on my side during the time of transfer because I work in this bank.This is the actual reason why it will require a second party or fellow who will forward claims as the next of kin with affidavit of trust of oath to the bank and also present a foreign account where he will need the money to be re-transferred into on his request as it may be after due verification and clarification by the correspondent branch of the bank where the whole money will be remitted from to your own designation bank account.I will not fail to inform you that this transaction is 100% risk free on smooth conclusion of this transaction you will be entitled to 30% of the total sum as gratification while 5% will be set aside to take care of expenses that may arise during the time of transfer while 65% will be for me please you have been advised to keep ""Top Secret"" as I am still in service and intend to retire from service after we conclude this deal with you.I will be monitoring the whole situation here in this bank Until you confirm the money in your account and ask us to come down to your country for subsequent sharing of the fund according to percentages previously indicated and further Investment either in your country or any country you advice us to invest in and all other necessary vital information will be send to you when I hear from you.I suggest you get back to me As soon as possible and also include your personal phone/mobile and fax numbers for easy communication.Yours faithfully Mr. Usman SankaraThe manager in charge ofAuditing department ofBank of Africa (B.O.A)Ouagadougou Burkina Faso. Gagnez des �crans plats avec Live.com",7,7,7_foreign account_decided contact_invest necessary_foreign,"['foreign account', 'decided contact', 'invest necessary', 'foreign', 'inform 100', 'conclude deal', 'position country', 'great business', 'business', 'account']"
